   0.740015E-03   0.186152E+02   0.922522E+02   0.275237E+02   0.292209E+00
   0.760015E-03   0.171839E+02   0.851591E+02   0.247389E+02   0.269741E+00
   0.780016E-03   0.158957E+02   0.787749E+02   0.222975E+02   0.249520E+00
   0.800016E-03   0.147330E+02   0.730133E+02   0.201500E+02   0.231270E+00
   0.820016E-03   0.136811E+02   0.678001E+02   0.182549E+02   0.214757E+00
   0.840017E-03   0.127270E+02   0.630716E+02   0.165774E+02   0.199779E+00
   0.860017E-03   0.118595E+02   0.587728E+02   0.150883E+02   0.186163E+00
   0.880018E-03   0.110691E+02   0.548560E+02   0.137627E+02   0.173756E+00
   0.900018E-03   0.103475E+02   0.512796E+02   0.125795E+02   0.162428E+00
   0.920018E-03   0.968721E+01   0.480074E+02   0.115208E+02   0.152063E+00
   0.940019E-03   0.908194E+01   0.450078E+02   0.105712E+02   0.142562E+00
   0.960019E-03   0.852606E+01   0.422531E+02   0.971739E+01   0.133837E+00
   0.980020E-03   0.801464E+01   0.397186E+02   0.894809E+01   0.125809E+00
   0.100002E-02   0.754331E+01   0.373828E+02   0.825343E+01   0.118410E+00
   0.102002E-02   0.710823E+01   0.352266E+02   0.762489E+01   0.111580E+00
   0.104002E-02   0.670598E+01   0.332332E+02   0.705507E+01   0.105266E+00
   0.106002E-02   0.633351E+01   0.313873E+02   0.653749E+01   0.994193E-01
   0.108002E-02   0.598813E+01   0.296757E+02   0.606652E+01   0.939977E-01
   0.110002E-02   0.566740E+01   0.280863E+02   0.563720E+01   0.889632E-01
   0.112002E-02   0.536918E+01   0.266083E+02   0.524520E+01   0.842819E-01
   0.114002E-02   0.509152E+01   0.252323E+02   0.488669E+01   0.799234E-01
   0.116002E-02   0.483268E+01   0.239496E+02   0.455830E+01   0.758603E-01
   0.118002E-02   0.459109E+01   0.227523E+02   0.425703E+01   0.720680E-01
   0.120002E-02   0.436534E+01   0.216336E+02   0.398024E+01   0.685243E-01
   0.122002E-02   0.415416E+01   0.205870E+02   0.372559E+01   0.652092E-01
   0.124002E-02   0.395637E+01   0.196068E+02   0.349098E+01   0.621045E-01
   0.126003E-02   0.377095E+01   0.186879E+02   0.327455E+01   0.591939E-01
   0.128003E-02   0.359693E+01   0.178255E+02   0.307464E+01   0.564623E-01
   0.130003E-02   0.343346E+01   0.170154E+02   0.288975E+01   0.538962E-01
   0.132003E-02   0.327975E+01   0.162536E+02   0.271856E+01   0.514833E-01
   0.134003E-02   0.313507E+01   0.155367E+02   0.255985E+01   0.492123E-01
   0.136003E-02   0.299879E+01   0.148612E+02   0.241256E+01   0.470730E-01
   0.138003E-02   0.287028E+01   0.142244E+02   0.227572E+01   0.450558E-01
   0.140003E-02   0.274902E+01   0.136235E+02   0.214844E+01   0.431523E-01
   0.142003E-02   0.263449E+01   0.130559E+02   0.202993E+01   0.413546E-01
   0.144003E-02   0.252624E+01   0.125194E+02   0.191948E+01   0.396553E-01
   0.146003E-02   0.242384E+01   0.120119E+02   0.181645E+01   0.380478E-01
   0.148003E-02   0.232690E+01   0.115315E+02   0.172023E+01   0.365261E-01
   0.150003E-02   0.223506E+01   0.110764E+02   0.163031E+01   0.350844E-01
   0.152003E-02   0.214799E+01   0.106449E+02   0.154618E+01   0.337177E-01
   0.154003E-02   0.206538E+01   0.102355E+02   0.146741E+01   0.324210E-01
   0.156003E-02   0.198696E+01   0.984687E+01   0.139359E+01   0.311899E-01
   0.158003E-02   0.191245E+01   0.947765E+01   0.132436E+01   0.300204E-01
   0.160003E-02   0.184163E+01   0.912666E+01   0.125937E+01   0.289087E-01
   0.162003E-02   0.177426E+01   0.879279E+01   0.119832E+01   0.278512E-01
   0.164003E-02   0.171014E+01   0.847501E+01   0.114093E+01   0.268446E-01
   0.166003E-02   0.164907E+01   0.817236E+01   0.108693E+01   0.258860E-01
   0.168003E-02   0.159087E+01   0.788395E+01   0.103609E+01   0.249724E-01
   0.170003E-02   0.153538E+01   0.760896E+01   0.988186E+00   0.241014E-01
   0.172003E-02   0.148244E+01   0.734660E+01   0.943019E+00   0.232704E-01
   0.174003E-02   0.143191E+01   0.709617E+01   0.900404E+00   0.224771E-01
   0.176004E-02   0.138364E+01   0.685699E+01   0.860169E+00   0.217195E-01
   0.178004E-02   0.133753E+01   0.662845E+01   0.822156E+00   0.209956E-01
   0.180004E-02   0.129344E+01   0.640994E+01   0.786221E+00   0.203035E-01
   0.182004E-02   0.125126E+01   0.620094E+01   0.752227E+00   0.196415E-01
   0.184004E-02   0.121090E+01   0.600093E+01   0.720051E+00   0.190079E-01
   0.186004E-02   0.117226E+01   0.580942E+01   0.689577E+00   0.184013E-01
   0.188004E-02   0.113524E+01   0.562598E+01   0.660698E+00   0.178203E-01
   0.190004E-02   0.109977E+01   0.545018E+01   0.633315E+00   0.172635E-01
   0.192004E-02   0.106576E+01   0.528163E+01   0.607337E+00   0.167296E-01
   0.194004E-02   0.103313E+01   0.511996E+01   0.582677E+00   0.162175E-01
   0.196004E-02   0.100183E+01   0.496482E+01   0.559255E+00   0.157261E-01
   0.198004E-02   0.971777E+00   0.481589E+01   0.536999E+00   0.152543E-01
   0.200004E-02   0.942914E+00   0.467285E+01   0.515839E+00   0.148013E-01
   0.202004E-02   0.915183E+00   0.453542E+01   0.495711E+00   0.143659E-01
   0.204004E-02   0.888529E+00   0.440333E+01   0.476556E+00   0.139476E-01
   0.206004E-02   0.862900E+00   0.427632E+01   0.458317E+00   0.135452E-01
   0.208004E-02   0.838247E+00   0.415415E+01   0.440942E+00   0.131583E-01
   0.210004E-02   0.814525E+00   0.403658E+01   0.424382E+00   0.127859E-01
   0.212004E-02   0.791689E+00   0.392341E+01   0.408593E+00   0.124274E-01
   0.214004E-02   0.769699E+00   0.381444E+01   0.393531E+00   0.120822E-01
   0.216004E-02   0.748516E+00   0.370946E+01   0.379157E+00   0.117497E-01
   0.218004E-02   0.728103E+00   0.360830E+01   0.365434E+00   0.114293E-01
   0.220004E-02   0.708426E+00   0.351078E+01   0.352325E+00   0.111204E-01
   0.222004E-02   0.689451E+00   0.341675E+01   0.339799E+00   0.108225E-01
   0.224004E-02   0.671148E+00   0.332604E+01   0.327825E+00   0.105352E-01
   0.226005E-02   0.653487E+00   0.323852E+01   0.316374E+00   0.102580E-01
   0.228005E-02   0.636440E+00   0.315404E+01   0.305418E+00   0.999042E-02
   0.230005E-02   0.619981E+00   0.307247E+01   0.294933E+00   0.973206E-02
   0.232005E-02   0.604085E+00   0.299370E+01   0.284893E+00   0.948254E-02
   0.234005E-02   0.588728E+00   0.291759E+01   0.275278E+00   0.924147E-02
   0.236005E-02   0.573887E+00   0.284404E+01   0.266064E+00   0.900850E-02
   0.238005E-02   0.559540E+00   0.277294E+01   0.257233E+00   0.878330E-02
   0.240005E-02   0.545668E+00   0.270420E+01   0.248765E+00   0.856554E-02
   0.242005E-02   0.532251E+00   0.263770E+01   0.240643E+00   0.835492E-02
   0.244005E-02   0.519269E+00   0.257337E+01   0.232849E+00   0.815115E-02
   0.246005E-02   0.506707E+00   0.251111E+01   0.225369E+00   0.795395E-02
   0.248005E-02   0.494547E+00   0.245085E+01   0.218186E+00   0.776307E-02
   0.250005E-02   0.482772E+00   0.239250E+01   0.211288E+00   0.757824E-02
   0.252005E-02   0.471369E+00   0.233599E+01   0.204660E+00   0.739923E-02
   0.254005E-02   0.460321E+00   0.228124E+01   0.198289E+00   0.722582E-02
   0.256005E-02   0.449617E+00   0.222819E+01   0.192165E+00   0.705779E-02
   0.258005E-02   0.439241E+00   0.217677E+01   0.186275E+00   0.689492E-02
   0.260005E-02   0.429183E+00   0.212692E+01   0.180610E+00   0.673703E-02
   0.262005E-02   0.419429E+00   0.207859E+01   0.175158E+00   0.658392E-02
   0.264005E-02   0.409968E+00   0.203170E+01   0.169910E+00   0.643542E-02
   0.266005E-02   0.400790E+00   0.198622E+01   0.164857E+00   0.629135E-02
   0.268005E-02   0.391884E+00   0.194208E+01   0.159991E+00   0.615154E-02
   0.270005E-02   0.383240E+00   0.189924E+01   0.155303E+00   0.601585E-02
   0.272005E-02   0.374848E+00   0.185766E+01   0.150785E+00   0.588412E-02
   0.274005E-02   0.366700E+00   0.181727E+01   0.146431E+00   0.575621E-02
   0.276006E-02   0.358786E+00   0.177805E+01   0.142232E+00   0.563198E-02
   0.278006E-02   0.351098E+00   0.173995E+01   0.138183E+00   0.551130E-02
   0.280006E-02   0.343628E+00   0.170293E+01   0.134277E+00   0.539404E-02
   0.282006E-02   0.336368E+00   0.166696E+01   0.130508E+00   0.528009E-02
   0.284006E-02   0.329312E+00   0.163199E+01   0.126871E+00   0.516932E-02
   0.286006E-02   0.322451E+00   0.159799E+01   0.123359E+00   0.506163E-02
   0.288006E-02   0.315780E+00   0.156493E+01   0.119968E+00   0.495691E-02
   0.290006E-02   0.309292E+00   0.153277E+01   0.116692E+00   0.485506E-02
   0.292006E-02   0.302980E+00   0.150149E+01   0.113528E+00   0.475598E-02
   0.294006E-02   0.296839E+00   0.147106E+01   0.110470E+00   0.465958E-02
   0.296006E-02   0.290862E+00   0.144144E+01   0.107515E+00   0.456576E-02
   0.298006E-02   0.285045E+00   0.141261E+01   0.104657E+00   0.447445E-02
   0.300006E-02   0.279382E+00   0.138455E+01   0.101894E+00   0.438556E-02
   0.302006E-02   0.273868E+00   0.135722E+01   0.992217E-01   0.429900E-02
   0.304006E-02   0.268498E+00   0.133061E+01   0.966363E-01   0.421471E-02
   0.306006E-02   0.263268E+00   0.130469E+01   0.941345E-01   0.413261E-02
   0.308006E-02   0.258173E+00   0.127944E+01   0.917131E-01   0.405262E-02
   0.310006E-02   0.253208E+00   0.125484E+01   0.893692E-01   0.397469E-02
   0.312006E-02   0.248370E+00   0.123086E+01   0.870996E-01   0.389874E-02
   0.314006E-02   0.243654E+00   0.120749E+01   0.849016E-01   0.382472E-02
   0.316006E-02   0.239057E+00   0.118471E+01   0.827725E-01   0.375256E-02
   0.318006E-02   0.234575E+00   0.116249E+01   0.807097E-01   0.368220E-02
   0.320006E-02   0.230204E+00   0.114083E+01   0.787108E-01   0.361359E-02
   0.322006E-02   0.225941E+00   0.111971E+01   0.767734E-01   0.354667E-02
   0.324006E-02   0.221782E+00   0.109910E+01   0.748953E-01   0.348140E-02
   0.326007E-02   0.217726E+00   0.107899E+01   0.730742E-01   0.341771E-02
   0.328007E-02   0.213767E+00   0.105938E+01   0.713081E-01   0.335557E-02
   0.330007E-02   0.209904E+00   0.104023E+01   0.695951E-01   0.329493E-02
   0.332007E-02   0.206133E+00   0.102155E+01   0.679332E-01   0.323574E-02
   0.334007E-02   0.202452E+00   0.100330E+01   0.663206E-01   0.317796E-02
   0.336007E-02   0.198859E+00   0.985494E+00   0.647556E-01   0.312155E-02
   0.338007E-02   0.195349E+00   0.968103E+00   0.632365E-01   0.306647E-02
   0.340007E-02   0.191922E+00   0.951119E+00   0.617616E-01   0.301267E-02
   0.342007E-02   0.188575E+00   0.934531E+00   0.603295E-01   0.296013E-02
   0.344007E-02   0.185305E+00   0.918325E+00   0.589387E-01   0.290879E-02
   0.346007E-02   0.182110E+00   0.902492E+00   0.575877E-01   0.285864E-02
   0.348007E-02   0.178988E+00   0.887021E+00   0.562753E-01   0.280964E-02
   0.350007E-02   0.175937E+00   0.871902E+00   0.549999E-01   0.276175E-02
   0.352007E-02   0.172955E+00   0.857124E+00   0.537606E-01   0.271494E-02
   0.354007E-02   0.170041E+00   0.842679E+00   0.525559E-01   0.266918E-02
   0.356007E-02   0.167191E+00   0.828556E+00   0.513848E-01   0.262445E-02
   0.358007E-02   0.164404E+00   0.814747E+00   0.502461E-01   0.258071E-02
   0.360007E-02   0.161679E+00   0.801243E+00   0.491388E-01   0.253794E-02
   0.362007E-02   0.159014E+00   0.788036E+00   0.480618E-01   0.249610E-02
   0.364007E-02   0.156408E+00   0.775118E+00   0.470142E-01   0.245519E-02
   0.366007E-02   0.153858E+00   0.762480E+00   0.459949E-01   0.241516E-02
   0.368007E-02   0.151363E+00   0.750116E+00   0.450032E-01   0.237599E-02
   0.370007E-02   0.148921E+00   0.738017E+00   0.440380E-01   0.233767E-02
   0.372007E-02   0.146532E+00   0.726178E+00   0.430986E-01   0.230017E-02
   0.374007E-02   0.144194E+00   0.714590E+00   0.421840E-01   0.226346E-02
   0.376008E-02   0.141905E+00   0.703248E+00   0.412936E-01   0.222754E-02
   0.378008E-02   0.139665E+00   0.692144E+00   0.404266E-01   0.219237E-02
   0.380008E-02   0.137471E+00   0.681273E+00   0.395822E-01   0.215793E-02
   0.382008E-02   0.135323E+00   0.670628E+00   0.387598E-01   0.212421E-02
   0.384008E-02   0.133220E+00   0.660204E+00   0.379585E-01   0.209120E-02
   0.386008E-02   0.131160E+00   0.649995E+00   0.371779E-01   0.205886E-02
   0.388008E-02   0.129142E+00   0.639995E+00   0.364173E-01   0.202718E-02
   0.390008E-02   0.127165E+00   0.630199E+00   0.356760E-01   0.199616E-02
   0.392008E-02   0.125229E+00   0.620603E+00   0.349535E-01   0.196576E-02
   0.394008E-02   0.123331E+00   0.611200E+00   0.342491E-01   0.193598E-02
   0.396008E-02   0.121472E+00   0.601986E+00   0.335625E-01   0.190679E-02
   0.398008E-02   0.119650E+00   0.592956E+00   0.328929E-01   0.187819E-02
   0.400008E-02   0.117864E+00   0.584106E+00   0.322400E-01   0.185016E-02
   0.402008E-02   0.116114E+00   0.575432E+00   0.316031E-01   0.182268E-02
   0.404008E-02   0.114398E+00   0.566928E+00   0.309820E-01   0.179574E-02
   0.406008E-02   0.112716E+00   0.558591E+00   0.303760E-01   0.176934E-02
   0.408008E-02   0.111066E+00   0.550416E+00   0.297847E-01   0.174344E-02
   0.410008E-02   0.109449E+00   0.542401E+00   0.292078E-01   0.171805E-02
   0.412008E-02   0.107863E+00   0.534540E+00   0.286448E-01   0.169316E-02
   0.414008E-02   0.106307E+00   0.526830E+00   0.280953E-01   0.166874E-02
   0.416008E-02   0.104781E+00   0.519268E+00   0.275589E-01   0.164478E-02
   0.418008E-02   0.103284E+00   0.511850E+00   0.270352E-01   0.162129E-02
   0.420008E-02   0.101816E+00   0.504573E+00   0.265239E-01   0.159823E-02
   0.422008E-02   0.100375E+00   0.497433E+00   0.260246E-01   0.157562E-02
   0.424008E-02   0.989611E-01   0.490427E+00   0.255371E-01   0.155343E-02
   0.426009E-02   0.975738E-01   0.483552E+00   0.250609E-01   0.153165E-02
   0.428009E-02   0.962124E-01   0.476805E+00   0.245957E-01   0.151028E-02
   0.430009E-02   0.948761E-01   0.470182E+00   0.241413E-01   0.148930E-02
   0.432009E-02   0.935645E-01   0.463682E+00   0.236973E-01   0.146871E-02
   0.434009E-02   0.922769E-01   0.457301E+00   0.232635E-01   0.144850E-02
   0.436009E-02   0.910129E-01   0.451037E+00   0.228396E-01   0.142866E-02
   0.438009E-02   0.897718E-01   0.444887E+00   0.224253E-01   0.140918E-02
   0.440009E-02   0.885532E-01   0.438848E+00   0.220203E-01   0.139005E-02
   0.442009E-02   0.873565E-01   0.432917E+00   0.216245E-01   0.137127E-02
   0.444009E-02   0.861814E-01   0.427093E+00   0.212375E-01   0.135282E-02
   0.446009E-02   0.850272E-01   0.421374E+00   0.208591E-01   0.133470E-02
   0.448009E-02   0.838935E-01   0.415755E+00   0.204891E-01   0.131690E-02
   0.450009E-02   0.827799E-01   0.410236E+00   0.201272E-01   0.129942E-02
   0.452009E-02   0.816859E-01   0.404815E+00   0.197734E-01   0.128225E-02
   0.454009E-02   0.806111E-01   0.399488E+00   0.194272E-01   0.126538E-02
   0.456009E-02   0.795550E-01   0.394255E+00   0.190886E-01   0.124880E-02
   0.458009E-02   0.785174E-01   0.389113E+00   0.187574E-01   0.123251E-02
   0.460009E-02   0.774977E-01   0.384059E+00   0.184333E-01   0.121651E-02
   0.462009E-02   0.764956E-01   0.379093E+00   0.181162E-01   0.120078E-02
   0.464009E-02   0.755107E-01   0.374212E+00   0.178058E-01   0.118532E-02
   0.466009E-02   0.745426E-01   0.369415E+00   0.175021E-01   0.117012E-02
   0.468009E-02   0.735910E-01   0.364699E+00   0.172049E-01   0.115518E-02
   0.470009E-02   0.726555E-01   0.360063E+00   0.169139E-01   0.114050E-02
   0.472009E-02   0.717358E-01   0.355505E+00   0.166290E-01   0.112606E-02
   0.474009E-02   0.708316E-01   0.351024E+00   0.163501E-01   0.111187E-02
   0.476010E-02   0.699425E-01   0.346618E+00   0.160771E-01   0.109791E-02
   0.478010E-02   0.690683E-01   0.342285E+00   0.158097E-01   0.108419E-02
   0.480010E-02   0.682085E-01   0.338024E+00   0.155478E-01   0.107069E-02
   0.482010E-02   0.673630E-01   0.333834E+00   0.152914E-01   0.105742E-02
   0.484010E-02   0.665313E-01   0.329713E+00   0.150402E-01   0.104437E-02
   0.486010E-02   0.657133E-01   0.325659E+00   0.147941E-01   0.103152E-02
   0.488010E-02   0.649087E-01   0.321671E+00   0.145531E-01   0.101889E-02
   0.490010E-02   0.641171E-01   0.317749E+00   0.143169E-01   0.100647E-02
   0.492010E-02   0.633384E-01   0.313889E+00   0.140856E-01   0.994244E-03
   0.494010E-02   0.625722E-01   0.310092E+00   0.138588E-01   0.982217E-03
   0.496010E-02   0.618183E-01   0.306356E+00   0.136367E-01   0.970384E-03
   0.498010E-02   0.610765E-01   0.302680E+00   0.134189E-01   0.958739E-03
   0.500010E-02   0.603465E-01   0.299062E+00   0.132055E-01   0.947280E-03
   0.502010E-02   0.596281E-01   0.295502E+00   0.129963E-01   0.936003E-03
   0.504010E-02   0.589211E-01   0.291998E+00   0.127912E-01   0.924904E-03
   0.506010E-02   0.582252E-01   0.288549E+00   0.125902E-01   0.913980E-03
   0.508010E-02   0.575402E-01   0.285155E+00   0.123931E-01   0.903228E-03
   0.510010E-02   0.568659E-01   0.281813E+00   0.121998E-01   0.892643E-03
   0.512010E-02   0.562021E-01   0.278524E+00   0.120103E-01   0.882223E-03
   0.514010E-02   0.555486E-01   0.275285E+00   0.118245E-01   0.871965E-03
   0.516010E-02   0.549052E-01   0.272096E+00   0.116422E-01   0.861865E-03
   0.518010E-02   0.542716E-01   0.268957E+00   0.114635E-01   0.851921E-03
   0.520010E-02   0.536478E-01   0.265865E+00   0.112881E-01   0.842129E-03
   0.522010E-02   0.530336E-01   0.262821E+00   0.111161E-01   0.832486E-03
   0.524010E-02   0.524286E-01   0.259823E+00   0.109474E-01   0.822990E-03
   0.526011E-02   0.518328E-01   0.256871E+00   0.107818E-01   0.813638E-03
   0.528011E-02   0.512461E-01   0.253963E+00   0.106194E-01   0.804427E-03
   0.530011E-02   0.506681E-01   0.251099E+00   0.104600E-01   0.795355E-03
   0.532011E-02   0.500988E-01   0.248277E+00   0.103036E-01   0.786418E-03
   0.534011E-02   0.495380E-01   0.245498E+00   0.101501E-01   0.777615E-03
   0.536011E-02   0.489855E-01   0.242760E+00   0.999943E-02   0.768943E-03
   0.538011E-02   0.484413E-01   0.240063E+00   0.985157E-02   0.760399E-03
   0.540011E-02   0.479050E-01   0.237405E+00   0.970643E-02   0.751982E-03
   0.542011E-02   0.473767E-01   0.234787E+00   0.956395E-02   0.743688E-03
   0.544011E-02   0.468560E-01   0.232207E+00   0.942408E-02   0.735515E-03
   0.546011E-02   0.463430E-01   0.229665E+00   0.928675E-02   0.727462E-03
   0.548011E-02   0.458375E-01   0.227159E+00   0.915192E-02   0.719526E-03
   0.550011E-02   0.453392E-01   0.224690E+00   0.901953E-02   0.711706E-03
   0.552011E-02   0.448482E-01   0.222257E+00   0.888952E-02   0.703998E-03
   0.554011E-02   0.443642E-01   0.219858E+00   0.876184E-02   0.696401E-03
   0.556011E-02   0.438872E-01   0.217494E+00   0.863645E-02   0.688912E-03
   0.558011E-02   0.434170E-01   0.215164E+00   0.851329E-02   0.681531E-03
   0.560011E-02   0.429535E-01   0.212867E+00   0.839233E-02   0.674255E-03
   0.562011E-02   0.424965E-01   0.210602E+00   0.827350E-02   0.667082E-03
   0.564011E-02   0.420460E-01   0.208370E+00   0.815677E-02   0.660011E-03
   0.566011E-02   0.416019E-01   0.206169E+00   0.804209E-02   0.653039E-03
   0.568011E-02   0.411640E-01   0.203998E+00   0.792941E-02   0.646165E-03
   0.570011E-02   0.407322E-01   0.201859E+00   0.781871E-02   0.639387E-03
   0.572011E-02   0.403064E-01   0.199749E+00   0.770993E-02   0.632704E-03
   0.574011E-02   0.398866E-01   0.197668E+00   0.760303E-02   0.626113E-03
   0.576012E-02   0.394725E-01   0.195616E+00   0.749798E-02   0.619614E-03
   0.578012E-02   0.390642E-01   0.193592E+00   0.739474E-02   0.613204E-03
   0.580012E-02   0.386615E-01   0.191597E+00   0.729327E-02   0.606882E-03
   0.582012E-02   0.382643E-01   0.189628E+00   0.719354E-02   0.600647E-03
   0.584012E-02   0.378725E-01   0.187687E+00   0.709550E-02   0.594497E-03
   0.586012E-02   0.374860E-01   0.185771E+00   0.699913E-02   0.588431E-03
   0.588012E-02   0.371048E-01   0.183882E+00   0.690439E-02   0.582447E-03
   0.590012E-02   0.367288E-01   0.182019E+00   0.681124E-02   0.576544E-03
   0.592012E-02   0.363578E-01   0.180180E+00   0.671966E-02   0.570720E-03
   0.594012E-02   0.359917E-01   0.178366E+00   0.662962E-02   0.564975E-03
   0.596012E-02   0.356306E-01   0.176577E+00   0.654108E-02   0.559306E-03
   0.598012E-02   0.352743E-01   0.174811E+00   0.645401E-02   0.553713E-03
   0.600012E-02   0.349228E-01   0.173069E+00   0.636839E-02   0.548195E-03
   0.602012E-02   0.345758E-01   0.171349E+00   0.628418E-02   0.542749E-03
   0.604012E-02   0.342335E-01   0.169653E+00   0.620136E-02   0.537375E-03
   0.606012E-02   0.338957E-01   0.167979E+00   0.611989E-02   0.532072E-03
   0.608012E-02   0.335623E-01   0.166326E+00   0.603977E-02   0.526839E-03
   0.610012E-02   0.332332E-01   0.164696E+00   0.596094E-02   0.521674E-03
   0.612012E-02   0.329085E-01   0.163086E+00   0.588340E-02   0.516576E-03
   0.614012E-02   0.325880E-01   0.161498E+00   0.580712E-02   0.511544E-03
   0.616012E-02   0.322716E-01   0.159930E+00   0.573207E-02   0.506578E-03
   0.618012E-02   0.319593E-01   0.158382E+00   0.565823E-02   0.501676E-03
   0.620012E-02   0.316510E-01   0.156854E+00   0.558557E-02   0.496836E-03
   0.622012E-02   0.313466E-01   0.155346E+00   0.551408E-02   0.492059E-03
   0.624012E-02   0.310462E-01   0.153857E+00   0.544372E-02   0.487343E-03
   0.626013E-02   0.307496E-01   0.152387E+00   0.537449E-02   0.482687E-03
   0.628013E-02   0.304567E-01   0.150936E+00   0.530635E-02   0.478090E-03
   0.630013E-02   0.301676E-01   0.149503E+00   0.523929E-02   0.473551E-03
   0.632013E-02   0.298821E-01   0.148088E+00   0.517328E-02   0.469070E-03
   0.634013E-02   0.296002E-01   0.146691E+00   0.510831E-02   0.464644E-03
   0.636013E-02   0.293218E-01   0.145312E+00   0.504436E-02   0.460275E-03
   0.638013E-02   0.290469E-01   0.143949E+00   0.498140E-02   0.455960E-03
   0.640013E-02   0.287755E-01   0.142604E+00   0.491943E-02   0.451698E-03
   0.642013E-02   0.285074E-01   0.141275E+00   0.485841E-02   0.447490E-03
   0.644013E-02   0.282426E-01   0.139963E+00   0.479834E-02   0.443334E-03
   0.646013E-02   0.279811E-01   0.138667E+00   0.473919E-02   0.439229E-03
   0.648013E-02   0.277228E-01   0.137387E+00   0.468095E-02   0.435174E-03
   0.650013E-02   0.274677E-01   0.136123E+00   0.462361E-02   0.431170E-03
   0.652013E-02   0.272157E-01   0.134874E+00   0.456714E-02   0.427214E-03
   0.654013E-02   0.269668E-01   0.133641E+00   0.451153E-02   0.423307E-03
   0.656013E-02   0.267209E-01   0.132422E+00   0.445676E-02   0.419447E-03
   0.658013E-02   0.264780E-01   0.131218E+00   0.440282E-02   0.415634E-03
   0.660013E-02   0.262380E-01   0.130029E+00   0.434969E-02   0.411867E-03
   0.662013E-02   0.260009E-01   0.128854E+00   0.429737E-02   0.408145E-03
   0.664013E-02   0.257667E-01   0.127693E+00   0.424583E-02   0.404468E-03
   0.666013E-02   0.255352E-01   0.126546E+00   0.419505E-02   0.400835E-03
   0.668013E-02   0.253065E-01   0.125413E+00   0.414504E-02   0.397246E-03
   0.670013E-02   0.250806E-01   0.124293E+00   0.409577E-02   0.393699E-03
   0.672013E-02   0.248573E-01   0.123187E+00   0.404722E-02   0.390194E-03
   0.674013E-02   0.246367E-01   0.122093E+00   0.399940E-02   0.386731E-03
   0.676014E-02   0.244187E-01   0.121013E+00   0.395228E-02   0.383308E-03
   0.678014E-02   0.242032E-01   0.119945E+00   0.390585E-02   0.379926E-03
   0.680014E-02   0.239903E-01   0.118890E+00   0.386010E-02   0.376584E-03
   0.682014E-02   0.237798E-01   0.117847E+00   0.381502E-02   0.373281E-03
